代理商 (Division),客户,客户名称,渠道分类,客户分类,RMB,RMB,RMB,RMB,RMB,RMB,RMB,RMB,RMB,RMB,RMB,毛销售 (Gross Sales),毛销售 (Gross Sales),毛销售 (Gross Sales),毛销售 (Gross Sales),毛销售 (Gross Sales)
温州赫利佳,9100487738,苍南县宜山镇东河路138号（王池忠）,食杂店,Non-KA,,,,,,144.24,,,,,,,,,,144.24
温州赫利佳,9100487739,苍南县矾山镇书君日用品店（人民东街49号）,食杂店,Non-KA,,,,,,158.90,,502.80,308.05,71.44,246.36,288.48,35.72,354.59,,"1,966.34"
温州赫利佳,9100496312,温州巴曹陈处新城街122号,食杂店,Non-KA,,,,,,,187.60,,,,,,,,,187.60
温州赫利佳,9100496313,温州建兴西路149号,食杂店,Non-KA,,,,,,,635.60,226.36,,575.60,,632.08,"3,885.48",-635.60,,"5,319.52"
温州赫利佳,9100496895,温州润佳超市有限公司置信分公司,小型超级市场,Non-KA,,,,,,,"3,065.48","2,011.31","1,804.14","2,829.96","3,522.43","7,561.14","1,953.79","2,820.83",,"25,569.08"
温州赫利佳,9100502052,温州赫利佳千千秀淘宝店,电商,Online-BTC,,,,,,,,39.83,17.53,150.25,85.86,48.16,136.45,215.81,161.77,855.66
温州赫利佳,9100502054,温州灵溪大门菜市街38号,食杂店,Non-KA,,,,,,,,158.90,,,,,,,,158.90
温州赫利佳,9100502975,温州平阳县保和堂药品零售有限公司,药店及日用品商店,Non-KA,,,,,,,,317.80,,,,,,,,317.80
温州赫利佳,9100503153,温州南雁新街210号,食杂店,Non-KA,,,,,,,,144.24,317.80,,,,,,,462.04
温州赫利佳,9100503817,温州望里大利家生活超市,食杂店,Non-KA,,,,,,,,"2,488.82",,230.34,"2,121.66","1,957.38",793.19,,,"7,591.39"
温州赫利佳,9100505268,温州腾蛟腾润生鲜超市,小型超级市场,Non-KA,,,,,,,,485.44,223.94,,245.12,189.82,,322.72,,"1,467.04"
温州赫利佳,9100505269,温州萧江东湖名园超市,食杂店,Non-KA,,,,,,,,"2,910.17",,,71.44,"2,263.74",,,,"5,245.35"
温州赫利佳,9100516243,温州佳楠超市有限公司,小型超级市场,Non-KA,,,,,,,,,,"1,090.20",,,,,,"1,090.20"
温州赫利佳,9100516704,温州万全万祥路185号家乐超市,食杂店,Non-KA,,,,,,,,,,670.74,,518.50,,,,"1,189.24"
温州赫利佳,9100516705,龙港市全益众超市,小型超级市场,Non-KA,,,,,,,,,,583.28,,660.66,,,,"1,243.94"
温州赫利佳,9100516706,苍南县龙港镇吴莲芳副食品店,食杂店,Non-KA,,,,,,,,,,71.44,188.72,82.12,230.34,,,572.62
温州赫利佳,9100516707,龙港市俊凯副食品店,食杂店,Non-KA,,,,,,,,,,447.64,,480.92,,,,928.56
温州赫利佳,9100516708,平阳县易嘉超市,小型超级市场,Non-KA,,,,,,,,,,"2,111.65","1,330.83",,550.96,,,"3,993.44"
温州赫利佳,9100517025,温州单一超市万全店,食杂店,Non-KA,,,,,,,,,,109.26,,843.04,,,,952.30
温州赫利佳,9100517106,温州马站新润发,小型超级市场,Non-KA,,,,,,,,,,"1,246.72","2,573.70",918.15,"1,427.45",988.12,,"7,154.14"
温州赫利佳,9100517509,温州东溪工业区工业路261号陈志坚,批发商,WS,,,,,,,,,,"85,728.00","30,004.80",,,,,"115,732.80"
温州赫利佳,9100517514,温州灵溪东仓路292-293号,食杂店,Non-KA,,,,,,,,,,331.70,,588.08,,4.93,,924.71
温州赫利佳,9100518980,温州路尾兴贸路39号,食杂店,Non-KA,,,,,,,,,,303.14,71.44,144.24,133.04,143.24,,795.10
温州赫利佳,9100518981,温州灵溪利满多超市,小型超级市场,Non-KA,,,,,,,,,,291.94,,261.52,,,,553.46
温州赫利佳,9100518982,温州灵溪青敏批发超市,小型超级市场,Non-KA,,,,,,,,,,"1,834.28",,"1,773.67",,248.60,,"3,856.55"
温州赫利佳,9100519607,温州商城大厦2443号 黄春培,批发商,WS,,,,,,,,,,"3,754.96",,,,,,"3,754.96"
温州赫利佳,9100519981,温州赫利佳日用居家拼多多店,电商,Online-BTC,,,,,,,,,,"1,029.33","149,852.03","181,337.94","142,564.60","170,842.12","6,331.50","651,957.52"
温州赫利佳,9100525771,温州龙港妙多客超市礼品城店,小型超级市场,Non-KA,,,,,,,,,,,"8,728.76",167.93,"1,431.54",,,"10,328.23"
温州赫利佳,9100525772,温州水头静湖路26号,食杂店,Non-KA,,,,,,,,,,,71.44,288.48,,,,359.92
温州赫利佳,9100528584,平阳县黄益旋化妆品商行,食杂店,Non-KA,,,,,,,,,,,230.34,597.16,,71.44,,898.94
温州赫利佳,9100530590,温州金乡第四巷37号陈其东,食杂店,Non-KA,,,,,,,,,,,288.48,,,,,288.48
温州赫利佳,9100535846,温州罗阳山友供销超市,食杂店,Non-KA,,,,,,,,,,,,276.18,,,,276.18
温州赫利佳,9100535849,温州望里意客超市,小型超级市场,Non-KA,,,,,,,,,,,,"1,598.13",,,,"1,598.13"
温州赫利佳,9100536854,温州灵溪万家和瑞和店,小型超级市场,Non-KA,,,,,,,,,,,,"4,404.28",504.16,144.30,,"5,052.74"
温州赫利佳,9100536857,温州灵溪江湾路505号,药店及日用品商店,Non-KA,,,,,,,,,,,,65.04,,,,65.04
温州赫利佳,9100547216,昆阳好客超市,小型超级市场,Non-KA,,,,,,,,,,,,,303.14,,,303.14
温州赫利佳,9100547217,秦屿京东超市,食杂店,Non-KA,,,,,,,,,,,,,"1,618.92",,,"1,618.92"
温州赫利佳,9100548177,瑞翔超市,小型超级市场,Non-KA,,,,,,,,,,,,,400.48,,,400.48
温州赫利佳,9100548182,程泽批发超市,食杂店,Non-KA,,,,,,,,,,,,,486.95,,,486.95
温州赫利佳,9100549104,乐福卷烟店,食杂店,Non-KA,,,,,,,,,,,,,485.25,,,485.25
温州赫利佳,9100549105,吴梅副食品,食杂店,Non-KA,,,,,,,,,,,,,853.06,,,853.06
温州赫利佳,9100549106,天乐家超市,食杂店,Non-KA,,,,,,,,,,,,,584.64,,,584.64
温州赫利佳,9100549107,快易多超市,食杂店,Non-KA,,,,,,,,,,,,,"1,370.08",,,"1,370.08"
温州赫利佳,9100549108,新艺超市,食杂店,Non-KA,,,,,,,,,,,,,502.96,,,502.96
温州赫利佳,9100549110,时代华联超市,食杂店,Non-KA,,,,,,,,,,,,,518.42,,,518.42
温州赫利佳,9100549111,亿扬超市,食杂店,Non-KA,,,,,,,,,,,,,"1,304.94",317.80,,"1,622.74"
温州赫利佳,9100549112,名泰便利店,食杂店,Non-KA,,,,,,,,,,,,,507.74,,,507.74
温州赫利佳,9100549802,永元超市,小型超级市场,Non-KA,,,,,,,,,,,,,133.04,,,133.04
温州赫利佳,9100552829,易生活超市,食杂店,Non-KA,,,,,,,,,,,,,779.84,,,779.84
温州赫利佳,9100552830,新东联超市,小型超级市场,Non-KA,,,,,,,,,,,,,276.18,,,276.18
温州赫利佳,9100552832,铂金锦园,小型超级市场,Non-KA,,,,,,,,,,,,,326.00,,,326.00
温州赫利佳,9100552833,好又谦便利店,小型超级市场,Non-KA,,,,,,,,,,,,,721.20,574.24,,"1,295.44"
温州赫利佳,9100552834,建新生鲜,小型超级市场,Non-KA,,,,,,,,,,,,,545.16,147.86,,693.02
温州赫利佳,9100552835,欧客隆超市,小型超级市场,Non-KA,,,,,,,,,,,,,"9,663.06","2,634.84",,"12,297.90"
温州赫利佳,9100552837,美佳超市,食杂店,Non-KA,,,,,,,,,,,,,288.48,,,288.48
温州赫利佳,9100555061,新百顺超市,小型超级市场,Non-KA,,,,,,,,,,,,,,574.24,,574.24
温州赫利佳,9100555066,小萧批发超市,小型超级市场,Non-KA,,,,,,,,,,,,,,553.72,,553.72
温州赫利佳,9100555067,柳王便利店,食杂店,Non-KA,,,,,,,,,,,,,548.26,,,548.26
温州赫利佳,9100555068,潼辰便利店,小型超级市场,Non-KA,,,,,,,,,,,,,,570.69,,570.69
温州赫利佳,9100555074,丰伟副食品,食杂店,Non-KA,,,,,,,,,,,,,,570.31,,570.31
温州赫利佳,9100559137,铂金湾便利店,食杂店,Non-KA,,,,,,,,,,,,,,238.98,,238.98
温州赫利佳,9100559155,宝弟超市,食杂店,Non-KA,,,,,,,,,,,,,,158.90,,158.90
温州赫利佳,9100559157,豪友超市,食杂店,Non-KA,,,,,,,,,,,,,,133.04,,133.04
温州赫利佳,9100559363,益众购物,食杂店,Non-KA,,,,,,,,,,,,,,"1,005.58",,"1,005.58"
温州赫利佳,9100559364,赫利佳日化专营店,电商,Online-BTC,,,,,,,,,,,,,,"32,153.65","3,017.80","35,171.45"
温州赫利佳,9100559372,旺家购超市,小型超级市场,Non-KA,,,,,,,,,,,,,,230.34,,230.34
温州赫利佳,9100559730,灵溪 学士路副食品批发 学士路654-656号  陈美吟 150587,食杂店,Non-KA,,,,,,,,,,,,,,533.48,,533.48
温州赫利佳,9100560417,名豪君悦,食杂店,Non-KA,,,,,,,,,,,,,,341.63,,341.63
温州赫利佳,9100560418,大利家生活超市,小型超级市场,Non-KA,,,,,,,,,,,,,,79.45,,79.45
温州赫利佳,9100560586,利人超市,小型超级市场,Non-KA,,,,,,,,,,,,,,"1,423.25",,"1,423.25"
温州赫利佳,9100561561,好再来便利店,小型超级市场,Non-KA,,,,,,,,,,,,,,158.90,,158.90
温州赫利佳,9100561562,农贸生鲜超市,小型超级市场,Non-KA,,,,,,,,,,,,,,144.24,,144.24
温州赫利佳,9100563385,玉锦超市,食杂店,Non-KA,,,,,,,,,,,,,,698.67,,698.67
温州赫利佳,9100565141,瑞安 1179号,批发商,WS,,,,,,,,,,,,,,"8,810.72",,"8,810.72"
温州赫利佳,9100565142,商城1113号,批发商,WS,,,,,,,,,,,,,,"8,572.80",,"8,572.80"
瑞安铭旺,9100027558,温州五洲超市八角桥店,小型超级市场,Non-KA,,,,,,,,,,,"2,400.30",87.97,,601.81,,"3,090.08"
瑞安铭旺,9100027575,温州联大超市飞云店,小型超级市场,LKA,"19,714.67","21,987.78","25,430.48","17,856.93","6,153.63","10,771.87","9,927.78","24,379.40","21,953.87","21,706.49","21,728.20","19,973.07","19,920.31","19,021.96",,"260,526.44"
瑞安铭旺,9100027799,温州十八家李祠街122号,批发商,WS,,"70,704.00","1,699.84","14,516.96","2,425.12",,,"7,213.28",,,,,,,,"96,559.20"
瑞安铭旺,9100027800,温州农贸市场1175号蓉蓉,批发商,WS,"53,212.00",,"3,166.80","17,592.00",,635.60,,"33,891.04",,"3,138.24",,,,,,"111,635.68"
瑞安铭旺,9100027802,温州十八家1154号瑞丽,批发商,WS,,,,"1,906.80","6,784.64","19,068.00","4,226.72","7,137.60",,"9,120.08","1,906.80",,,"10,126.64",,"60,277.28"
瑞安铭旺,9100027803,温州十八家1217号文艳,批发商,WS,,"2,143.20","19,068.00","12,693.12","3,550.56","3,178.00",,"33,923.20",,,,,,,,"74,556.08"
瑞安铭旺,9100027805,温州商城2468号芬芬,批发商,WS,,,,,,"1,589.00",,,,"9,534.00",,,,,,"11,123.00"
瑞安铭旺,9100027808,温州商城2330号吴珍华,批发商,WS,"4,050.00","3,637.68","1,906.80","2,764.08","4,306.32","4,353.08","9,534.00","8,971.60","9,534.00","9,248.24",,,,,,"58,305.80"
瑞安铭旺,9100027810,温州商城2357号国强,批发商,WS,,,635.60,"1,271.20",,"1,589.00",,"7,627.20",,"9,534.00",,,,,,"20,657.00"
瑞安铭旺,9100027813,温州商城2442号肖建,批发商,WS,,,117.28,,,"2,653.24",,"9,057.30",,"9,534.00",,,,"10,162.20",,"31,524.02"
瑞安铭旺,9100027814,温州商城2376号莉莉,批发商,WS,,,428.64,,,"1,589.00",,"9,057.30","6,932.96","9,240.80",,,,,,"27,248.70"
瑞安铭旺,9100027815,温州商城2323-2324号小茶,批发商,WS,"1,906.80",,,"1,285.92",,"9,403.84",,"9,057.30",,"6,848.72",,,,,,"28,502.58"
瑞安铭旺,9100027816,温州商城2326号碎英,批发商,WS,144.24,,234.56,,,"1,589.00",,"9,053.00",,"9,534.00",,,,"10,162.20",,"30,717.00"
瑞安铭旺,9100027817,温州商城2475号寿高,批发商,WS,"1,906.80","1,143.04",,,,"1,589.00",,"9,053.00",,"9,534.00",,,,"6,774.80",,"30,000.64"
瑞安铭旺,9100029994,温州安阳南大超市总仓,小型超级市场,LKA,"26,193.71","39,049.84","34,255.73","20,070.56","42,397.63","25,004.57","20,100.71","43,380.89","42,543.90","42,914.01","42,272.05","28,938.48","29,082.60","39,060.61",215.68,"475,480.97"
瑞安铭旺,9100029995,温州五洲超市总仓,小型超级市场,LKA,"30,781.58","20,829.93","29,927.14","28,007.17","72,122.88","29,791.57",,,,,,,,,,"211,460.27"
瑞安铭旺,9100029997,温州文成益加益商场（总仓）,小型超级市场,LKA,"42,235.92","63,139.32","44,115.47","33,689.88","48,482.31","42,678.11","46,770.64","63,869.93","47,863.50","47,603.60","42,504.48","32,022.97","29,395.02",,,"584,371.15"
瑞安铭旺,9100030249,温州商城2359号丽鸽,批发商,WS,,635.60,,,,"1,589.00",,"9,057.30",,"9,382.40",,"1,271.20",,,,"21,935.50"
瑞安铭旺,9100030255,温州十八家1219号秀琴,批发商,WS,"7,945.00",,"17,828.96","5,898.16",,"31,780.00",,"4,753.68",,,,,,"10,162.20",,"78,368.00"
瑞安铭旺,9100030258,温州莘塍南大虚拟总仓,小型超级市场,LKA,"38,706.45","35,252.59","-10,662.69","48,859.46","23,048.48","22,876.25","21,008.93","39,530.51","16,742.87","37,545.54","36,725.58","37,073.58","37,273.29","35,311.44",382.00,"419,674.28"
瑞安铭旺,9100030603,温州十八家1212号金丽,批发商,WS,"38,283.20",,"11,026.24","23,354.40",576.96,"9,817.76","1,153.92","65,353.84",,492.72,,,,,,"150,059.04"
瑞安铭旺,9100030610,温州文成一百超市,小型超级市场,Non-KA,"1,605.93","1,258.95","2,206.07","5,444.41","3,385.60","3,569.38","2,807.37","6,177.98",512.58,"2,494.08",851.13,"1,053.29","1,666.24","4,059.50",,"37,092.51"
瑞安铭旺,9100031019,温州商城2416号瑞燕,批发商,WS,,,,,,"1,589.00",,635.60,,"9,098.92",,,,,,"11,323.52"
瑞安铭旺,9100031024,温州商城2385号欣欣,批发商,WS,,,,,,"1,589.00",,,,"9,534.00",,,,,,"11,123.00"
瑞安铭旺,9100031026,温州商城2445号振仕,批发商,WS,,,,,,"1,615.48",,,,"9,382.40",,,,"9,838.16",,"20,836.04"
瑞安铭旺,9100033457,温州商城2412号,批发商,WS,,,,,,"1,615.48",,,,"9,534.00",,,,,,"11,149.48"
瑞安铭旺,9100033491,温州商城大厦2443号,批发商,WS,,,,,,"1,615.48",,,"8,070.56","6,848.72",,,,"9,838.16",,"26,372.92"
瑞安铭旺,9100037278,温州商城2352号秀娟,批发商,WS,,953.40,,"3,424.36",,"6,356.00",,"9,057.30","7,848.88","6,848.72",,,,,,"34,488.66"
瑞安铭旺,9100037291,温州十八家1116号向阳,批发商,WS,"21,432.00",,,,,"19,068.00","1,173.56","8,327.20",,,,,,,,"50,000.76"
瑞安铭旺,9100037986,温州上村新友超市,小型超级市场,Non-KA,411.78,"1,146.76",,,"1,222.61",395.78,513.72,276.18,71.44,918.99,79.45,656.54,158.90,71.44,,"5,923.59"
瑞安铭旺,9100038003,温州商城2342号爱云,批发商,WS,,,,,,"1,615.48",,,,"7,341.44",,,,,,"8,956.92"
瑞安铭旺,9100038009,温州十八家1267号永书,批发商,WS,,"3,461.76",,,"1,271.20","10,642.40","9,416.72","8,327.20",,"9,534.00",,"9,808.32",,"6,930.37",,"59,391.97"
瑞安铭旺,9100038046,温州马屿篁社五洲超市,小型超级市场,Non-KA,,"1,540.94",,,480.12,307.34,,,,,,,547.97,302.00,,"3,178.37"
瑞安铭旺,9100038047,温州江溪欧联超市,小型超级市场,Non-KA,"1,158.64",963.98,597.25,188.72,661.72,58.64,,158.90,"2,069.44",,71.44,317.80,,81.91,,"6,328.44"
瑞安铭旺,9100038519,温州马道张碎兰,食杂店,Non-KA,635.60,41.06,,,"1,359.84",,428.64,190.08,,,71.44,158.90,,,,"2,885.56"
瑞安铭旺,9100041179,温州莘塍华瑞超市,小型超级市场,LKA,"1,082.94",,,,,,,,,,,,,,,"1,082.94"
瑞安铭旺,9100044477,温州文成佳佳乐超市,小型超级市场,Non-KA,"1,060.35",405.37,714.92,"1,252.42","1,321.87",948.80,"2,066.62",203.72,475.55,"4,102.43",362.97,"1,004.41","3,036.71","1,784.08",,"18,740.22"
瑞安铭旺,9100044976,温州陶山润达超市,小型超级市场,Non-KA,82.12,452.94,,328.17,"1,134.28",71.44,,502.83,,187.60,71.44,199.85,,,,"3,030.67"
瑞安铭旺,9100051372,温州南联商贸文成店,批发商,WS,,"1,271.20",,,,,,,,,"3,178.00",,,,,"4,449.20"
瑞安铭旺,9100051410,温州塘下振伟副食品塘西店,批发商,WS,246.70,"3,308.08","1,789.52",59.48,,"7,033.96","4,273.92","9,642.13","3,483.92","7,341.44",,,,"6,461.83",,"43,640.98"
瑞安铭旺,9100051485,温州万顺百货批发部,批发商,WS,,"2,860.20","6,429.60","1,714.56","8,499.20","31,780.00","6,356.00","9,057.30","7,021.04","9,248.24",,"8,499.20",,"9,223.28",,"100,688.62"
瑞安铭旺,9100051816,温州湖岭永商联华超市,小型超级市场,Non-KA,460.68,"1,727.85","1,188.43","4,112.40","2,985.44","4,200.76","1,517.31","6,254.59","8,474.52","2,489.27",821.06,"4,383.76","3,202.83",,,"41,818.90"
瑞安铭旺,9100051938,温州汀田欧联超市,小型超级市场,Non-KA,,,705.10,,,,,,,,,,,,,705.10
瑞安铭旺,9100052081,温州塘下何姐副食品批发,批发商,WS,"5,343.28","-4,072.08",,,,"5,624.28","9,441.12","8,429.43",,"9,170.72",,,,,,"33,936.75"
瑞安铭旺,9100052141,温州湖岭潮基五洲批发店,食杂店,Non-KA,,41.06,428.64,635.60,,71.44,,473.22,,469.12,89.30,,,,,"2,208.38"
瑞安铭旺,9100055307,温州东山仁和副食品批发部,食杂店,Non-KA,"1,064.24",635.60,,,,144.24,420.42,,,,,,262.03,,,"2,526.53"
瑞安铭旺,9100055954,温州塘下上马五洲超市瑞祥,食杂店,Non-KA,"1,169.38",,,,,"1,789.52",144.24,,428.64,,865.44,"2,226.96",635.60,,,"7,259.78"
瑞安铭旺,9100056276,温州湖岭新兴路17号郑长南,食杂店,Non-KA,,635.60,469.12,428.64,,,158.90,,158.90,,89.30,,,,,"1,940.46"
瑞安铭旺,9100056632,温州龙湖桥头批发部张仁展,食杂店,Non-KA,780.48,,"1,340.70",469.12,,158.90,158.90,230.34,,,89.30,,158.90,215.68,,"3,602.32"
瑞安铭旺,9100056832,温州云周周苌五洲,食杂店,Non-KA,71.44,144.24,335.66,71.44,613.02,492.72,276.18,71.44,,862.62,89.30,158.90,289.82,144.24,,"3,621.02"
瑞安铭旺,9100057103,温州林垟家乐超市,小型超级市场,Non-KA,491.14,713.62,"1,473.99","1,560.70","1,610.00",735.86,576.96,"1,388.48",,230.34,203.72,144.24,261.52,326.17,,"9,716.74"
瑞安铭旺,9100057161,温州世纪华联超市罗凤店,小型超级市场,Non-KA,,,,,,,,,,,,,72.12,,,72.12
瑞安铭旺,9100057319,温州湖岭金莉食品批发部,食杂店,Non-KA,,778.48,,,,,158.90,,,,89.30,,,9.11,,"1,035.79"
瑞安铭旺,9100057510,温州飞云叶仙,食杂店,Non-KA,,694.24,428.64,,,,,,,,176.76,,,,,"1,299.64"
瑞安铭旺,9100057830,温州塘下肇平阳春满超市,食杂店,Non-KA,,344.20,,,873.38,,,71.44,,,288.48,,,9.11,,"1,586.61"
瑞安铭旺,9100058386,温州莘塍玉荣,食杂店,Non-KA,,,,158.90,,,,,,,,,,,,158.90
瑞安铭旺,9100058387,温州上望新街41号永富,食杂店,Non-KA,,"1,559.68",428.64,234.56,,,158.90,,,230.34,,,40.48,71.44,,"2,724.04"
瑞安铭旺,9100059139,温州上望诚信超市,食杂店,Non-KA,,724.40,59.48,301.63,425.66,,"1,728.77",71.44,,187.14,347.96,,298.04,71.44,,"4,215.96"
瑞安铭旺,9100061007,温州徐照华日用品批发部,批发商,WS,"3,213.08",978.16,"3,179.76","3,371.83","2,996.38","2,496.94","1,654.77","9,036.88",,"9,130.96",,"5,708.32",,"5,460.32",,"47,227.40"
瑞安铭旺,9100061095,温州南门飞云东路377号德鸿,批发商,WS,,,"6,356.00","5,321.20",,"4,449.20","5,099.52","8,923.54",,"7,763.36",,"7,464.40",,"10,162.20",,"55,539.42"
瑞安铭旺,9100065521,温州东山下埠菜场瑞东超市,小型超级市场,Non-KA,"7,842.80",210.35,"1,137.66","2,179.71","2,052.29","3,399.15","2,619.03","1,455.03","1,730.88","8,016.24",,,,,,"30,643.14"
瑞安铭旺,9100065523,温州莘塍亚设便利店,食杂店,Non-KA,503.48,,315.52,373.37,862.52,947.43,188.72,,,144.24,234.56,,,225.20,,"3,795.04"
瑞安铭旺,9100065529,温州莘塍信实超市,食杂店,Non-KA,290.84,520.95,294.04,199.40,579.60,158.90,276.18,248.20,,,89.30,117.28,,78.83,,"2,853.52"
瑞安铭旺,9100065537,温州莘塍前埠联友超市,小型超级市场,Non-KA,,,117.28,,"1,162.75","3,795.00",241.97,"1,556.96","1,789.52",,,"3,736.29","1,556.96",,,"13,956.73"
瑞安铭旺,9100065539,温州莘塍金华便利店,食杂店,Non-KA,,,31.69,897.76,,635.60,,635.60,,,,"5,493.44",635.60,,,"8,329.69"
瑞安铭旺,9100065540,温州好运来超市莘塍店,小型超级市场,Non-KA,144.24,59.48,,117.28,,,,,,,,72.12,,10.68,,403.80
瑞安铭旺,9100065542,温州莘塍下村菜场凤妹,食杂店,Non-KA,,,,,"1,212.56",,,,,,,,,,,"1,212.56"
瑞安铭旺,9100065546,温州塘下国贵,批发商,WS,,"3,178.00","14,288.00","4,050.00","3,701.76","4,767.00","7,464.40","9,057.30",,"7,976.96","9,212.16",,,"10,162.20",,"73,857.78"
瑞安铭旺,9100065548,温州陶山花园路234号树贞碎乐,食杂店,Non-KA,635.60,"1,492.88",17.53,,576.96,428.64,,,,,89.30,,,230.46,,"3,471.37"
瑞安铭旺,9100065563,温州屿头晓红,食杂店,Non-KA,,694.24,,"1,064.24",,,,,,,,158.90,,234.78,,"2,152.16"
瑞安铭旺,9100065574,温州碧山横塘世纪华联超市,食杂店,Non-KA,,,,,,,,894.76,,,89.30,,,7.39,,991.45
瑞安铭旺,9100065582,温州仙降定晚,食杂店,Non-KA,,41.06,,635.60,"1,047.42","1,064.24",317.80,230.34,,,89.30,,,168.01,,"3,593.77"
瑞安铭旺,9100065585,温州仙甲季家乐超市,食杂店,Non-KA,,72.12,,,,,,,,,,,,,,72.12
瑞安铭旺,9100065589,温州上望华瑞（一佳连锁林西店）,小型超级市场,Non-KA,"3,854.37",144.24,"1,498.30",261.52,"3,740.45","4,477.89","2,799.54","7,421.54","4,854.40","7,104.36","1,633.50","1,073.48","3,803.46","4,675.35",910.40,"48,252.80"
瑞安铭旺,9100065605,温州汀田世纪华联超市李云超,食杂店,Non-KA,,,587.13,,,303.14,,,,,,,,,,890.27
瑞安铭旺,9100065606,温州汀田新广大超市,小型超级市场,Non-KA,436.18,"1,586.02","2,581.18",811.52,"3,348.62","2,690.10","3,510.06","3,033.86","3,029.73","7,013.58","3,447.51","4,099.61","1,317.54","3,835.23","1,448.92","42,189.66"
瑞安铭旺,9100065607,温州汀田五洲超市,小型超级市场,Non-KA,"1,846.80","1,131.36","1,631.88","4,771.12","3,912.94","3,355.76","3,922.75","7,203.14","1,526.16","7,060.51",158.90,"1,605.00",518.82,"4,007.96",,"42,653.10"
